date,property_id,gas_usage_kwh,electricity_usage_kwh,infrared_usage_kwh,temperature,gas_cost,electricity_cost,infrared_cost,carbon_emissions_gas,carbon_emissions_electricity,carbon_emissions_infra
19/09/2024 16:00,3,17.89,12.89,8.49,23.14,0.89,1.93,0.68,3.29,3,0.85
19/09/2024 17:00,3,14.11,13.05,8.38,23.43,0.71,1.96,0.67,2.6,3.04,0.84
19/09/2024 18:00,3,16.52,12.64,9.04,22.93,0.83,1.9,0.72,3.04,2.95,0.9
19/09/2024 19:00,3,18.03,12.19,9.27,23.66,0.9,1.83,0.74,3.32,2.84,0.93
19/09/2024 20:00,3,16.09,14.2,9.52,23.43,0.8,2.13,0.76,2.96,3.31,0.95
19/09/2024 21:00,3,22.04,12.79,9.56,22.3,1.1,1.92,0.76,4.06,2.98,0.96
19/09/2024 22:00,3,17.31,14.41,10.2,23.84,0.87,2.16,0.82,3.19,3.36,1.02
19/09/2024 23:00,3,20.31,14.9,9.76,21.28,1.02,2.23,0.78,3.74,3.47,0.98
20/09/2024,3,21.83,15,11.58,22.06,1.09,2.25,0.93,4.02,3.5,1.16
20/09/2024 01:00,3,19.85,15.68,7.92,22.35,0.99,2.35,0.63,3.65,3.65,0.79
20/09/2024 02:00,3,21.71,14.09,11.01,24.37,1.09,2.11,0.88,3.99,3.28,1.1
20/09/2024 03:00,3,23.65,17.08,10,23.45,1.18,2.56,0.8,4.35,3.98,1
20/09/2024 04:00,3,21.49,15.43,9.61,20.8,1.07,2.31,0.77,3.95,3.6,0.96
20/09/2024 05:00,3,22.7,16.99,10.43,22.85,1.14,2.55,0.83,4.18,3.96,1.04
20/09/2024 06:00,3,19.1,16.68,12.06,21.74,0.96,2.5,0.96,3.51,3.89,1.21
20/09/2024 07:00,3,23.53,15.77,10.57,23,1.18,2.37,0.85,4.33,3.67,1.06
20/09/2024 08:00,3,20.96,17.16,11.23,22.25,1.05,2.57,0.9,3.86,4,1.12
20/09/2024 09:00,3,20.09,14.43,9.33,23.23,1,2.16,0.75,3.7,3.36,0.93
20/09/2024 10:00,3,19.35,16.65,10.29,21.5,0.97,2.5,0.82,3.56,3.88,1.03
20/09/2024 11:00,3,20.85,15.92,11.16,21.74,1.04,2.39,0.89,3.84,3.71,1.12
20/09/2024 12:00,3,20.41,12.18,10.83,23.32,1.02,1.83,0.87,3.76,2.84,1.08
20/09/2024 13:00,3,19.75,13.14,8.97,23.21,0.99,1.97,0.72,3.63,3.06,0.9
20/09/2024 14:00,3,20.85,16.23,8.88,24.83,1.04,2.43,0.71,3.84,3.78,0.89
20/09/2024 15:00,3,18.13,14.89,10.41,23.32,0.91,2.23,0.83,3.34,3.47,1.04
20/09/2024 16:00,3,19.07,14.41,8.99,23.52,0.95,2.16,0.72,3.51,3.36,0.9
20/09/2024 17:00,3,20.03,14.23,10.03,22.71,1,2.13,0.8,3.69,3.32,1
20/09/2024 18:00,3,18.21,12.37,8.3,20.8,0.91,1.86,0.66,3.35,2.88,0.83
20/09/2024 19:00,3,21.34,14.89,9.36,21.84,1.07,2.23,0.75,3.93,3.47,0.94
20/09/2024 20:00,3,19.13,11.73,9.27,23.55,0.96,1.76,0.74,3.52,2.73,0.93
20/09/2024 21:00,3,16.53,12.26,8.24,22.26,0.83,1.84,0.66,3.04,2.86,0.82
20/09/2024 22:00,3,17.26,15.47,11.52,21.58,0.86,2.32,0.92,3.18,3.6,1.15
20/09/2024 23:00,3,20.28,14.6,10.75,21.24,1.01,2.19,0.86,3.73,3.4,1.07
21/09/2024,3,18.99,17.88,9.34,23.31,0.95,2.68,0.75,3.49,4.17,0.93
21/09/2024 01:00,3,20,16.3,11.65,23.67,1,2.44,0.93,3.68,3.8,1.17
21/09/2024 02:00,3,21.51,15.78,10.95,22.34,1.08,2.37,0.88,3.96,3.68,1.09
21/09/2024 03:00,3,22.27,16.53,11.5,22.95,1.11,2.48,0.92,4.1,3.85,1.15
21/09/2024 04:00,3,22.98,14.42,10.48,22.63,1.15,2.16,0.84,4.23,3.36,1.05
21/09/2024 05:00,3,22.55,17.25,10.95,23.96,1.13,2.59,0.88,4.15,4.02,1.09
21/09/2024 06:00,3,20.3,16.47,9.87,22.63,1.02,2.47,0.79,3.74,3.84,0.99
21/09/2024 07:00,3,23.54,15.68,11.45,22.65,1.18,2.35,0.92,4.33,3.65,1.15
21/09/2024 08:00,3,23.12,17.07,11.67,21.24,1.16,2.56,0.93,4.25,3.98,1.17
21/09/2024 09:00,3,17.95,14.46,10.35,22.88,0.9,2.17,0.83,3.3,3.37,1.03
21/09/2024 10:00,3,19.75,16.39,10.61,21.22,0.99,2.46,0.85,3.63,3.82,1.06
21/09/2024 11:00,3,19.5,13.79,12.69,23.35,0.98,2.07,1.02,3.59,3.21,1.27
21/09/2024 12:00,3,20.48,14.81,11.14,22.72,1.02,2.22,0.89,3.77,3.45,1.11
21/09/2024 13:00,3,18.98,15.39,9.78,23.52,0.95,2.31,0.78,3.49,3.59,0.98
21/09/2024 14:00,3,18.23,13.26,8.99,22.57,0.91,1.99,0.72,3.35,3.09,0.9
21/09/2024 15:00,3,18.82,14.27,10.66,22.89,0.94,2.14,0.85,3.46,3.32,1.07
21/09/2024 16:00,3,18.33,16.28,10,24.2,0.92,2.44,0.8,3.37,3.79,1
21/09/2024 17:00,3,17.91,15.41,7.5,21.87,0.9,2.31,0.6,3.3,3.59,0.75
21/09/2024 18:00,3,20.15,12.51,8.99,22.62,1.01,1.88,0.72,3.71,2.91,0.9
21/09/2024 19:00,3,20.11,11.85,9.08,21.34,1.01,1.78,0.73,3.7,2.76,0.91
21/09/2024 20:00,3,18.64,14.94,10.12,24.32,0.93,2.24,0.81,3.43,3.48,1.01
21/09/2024 21:00,3,17.01,13.31,7.96,22.33,0.85,2,0.64,3.13,3.1,0.8
21/09/2024 22:00,3,18.33,15.01,8.12,22.77,0.92,2.25,0.65,3.37,3.5,0.81
21/09/2024 23:00,3,21.37,14.81,11.67,24.54,1.07,2.22,0.93,3.93,3.45,1.17
22/09/2024,3,18.09,15.08,9.88,23.24,0.9,2.26,0.79,3.33,3.51,0.99
22/09/2024 01:00,3,17.47,15.78,8.4,23.66,0.87,2.37,0.67,3.21,3.68,0.84
22/09/2024 02:00,3,23.55,14.97,10.25,22.18,1.18,2.25,0.82,4.33,3.49,1.03
22/09/2024 03:00,3,21.15,14.28,10.38,21.99,1.06,2.14,0.83,3.89,3.33,1.04
22/09/2024 04:00,3,22.1,18.37,10.21,22.76,1.11,2.76,0.82,4.07,4.28,1.02
22/09/2024 05:00,3,22.75,15.72,9.41,24.48,1.14,2.36,0.75,4.19,3.66,0.94
22/09/2024 06:00,3,21.27,15.38,11.17,21.48,1.06,2.31,0.89,3.91,3.58,1.12
22/09/2024 07:00,3,23.07,16.84,10.2,23.5,1.15,2.53,0.82,4.24,3.92,1.02
22/09/2024 08:00,3,22.51,14.26,10.49,22.85,1.13,2.14,0.84,4.14,3.32,1.05
22/09/2024 09:00,3,24.37,16.52,11.58,22.76,1.22,2.48,0.93,4.48,3.85,1.16
22/09/2024 10:00,3,20.5,15.06,9.91,21.98,1.03,2.26,0.79,3.77,3.51,0.99
22/09/2024 11:00,3,21.86,15.14,9.51,23.73,1.09,2.27,0.76,4.02,3.53,0.95
22/09/2024 12:00,3,20.57,12.93,9.67,23.88,1.03,1.94,0.77,3.78,3.01,0.97
22/09/2024 13:00,3,20.09,15.59,10.9,23.41,1,2.34,0.87,3.7,3.63,1.09
22/09/2024 14:00,3,19.24,15.01,6.99,23.55,0.96,2.25,0.56,3.54,3.5,0.7
22/09/2024 15:00,3,17.49,12.17,8.42,25.64,0.87,1.83,0.67,3.22,2.84,0.84
22/09/2024 16:00,3,18.32,13.05,7.4,22.07,0.92,1.96,0.59,3.37,3.04,0.74
22/09/2024 17:00,3,17.67,12.32,7.73,22.06,0.88,1.85,0.62,3.25,2.87,0.77
22/09/2024 18:00,3,17.59,15.86,7.54,24.1,0.88,2.38,0.6,3.24,3.7,0.75
22/09/2024 19:00,3,17.11,15.08,9.71,22.45,0.86,2.26,0.78,3.15,3.51,0.97
22/09/2024 20:00,3,19.59,13.45,8.59,23.71,0.98,2.02,0.69,3.6,3.13,0.86
22/09/2024 21:00,3,17.34,15.06,7.34,24.62,0.87,2.26,0.59,3.19,3.51,0.73
22/09/2024 22:00,3,17.97,13,8.86,24.4,0.9,1.95,0.71,3.31,3.03,0.89
22/09/2024 23:00,3,20.63,15.56,8.89,23.06,1.03,2.33,0.71,3.8,3.63,0.89
23/09/2024,3,19.57,14.79,10.18,23.25,0.98,2.22,0.81,3.6,3.45,1.02
23/09/2024 01:00,3,20.36,14.94,9.63,21.94,1.02,2.24,0.77,3.75,3.48,0.96
23/09/2024 02:00,3,20.69,15.78,11.64,23.73,1.03,2.37,0.93,3.81,3.68,1.16
23/09/2024 03:00,3,21.8,15.93,11.22,24.57,1.09,2.39,0.9,4.01,3.71,1.12
23/09/2024 04:00,3,22.36,15.19,10.3,22.1,1.12,2.28,0.82,4.11,3.54,1.03
23/09/2024 05:00,3,21.01,16.88,8.61,21.87,1.05,2.53,0.69,3.87,3.93,0.86
23/09/2024 06:00,3,18.54,15.82,12.01,22.04,0.93,2.37,0.96,3.41,3.69,1.2
23/09/2024 07:00,3,19.13,16.78,10.81,23.34,0.96,2.52,0.86,3.52,3.91,1.08
23/09/2024 08:00,3,21.47,16.48,12.31,22.27,1.07,2.47,0.98,3.95,3.84,1.23
23/09/2024 09:00,3,19.07,14.86,10.73,22.99,0.95,2.23,0.86,3.51,3.46,1.07
23/09/2024 10:00,3,22.45,14.86,10.22,23.56,1.12,2.23,0.82,4.13,3.46,1.02
23/09/2024 11:00,3,19.72,15.37,6.91,24.17,0.99,2.31,0.55,3.63,3.58,0.69
23/09/2024 12:00,3,20.41,15.49,8.45,23.77,1.02,2.32,0.68,3.76,3.61,0.84
23/09/2024 13:00,3,19.15,13.93,9.92,21.62,0.96,2.09,0.79,3.52,3.25,0.99
23/09/2024 14:00,3,21.28,13.46,8.24,24.45,1.06,2.02,0.66,3.92,3.14,0.82
23/09/2024 15:00,3,17.69,13.07,8.74,22.85,0.88,1.96,0.7,3.25,3.05,0.87
23/09/2024 16:00,3,17.52,13.42,8.45,22.17,0.88,2.01,0.68,3.22,3.13,0.84
23/09/2024 17:00,3,18.54,13.94,9,22.68,0.93,2.09,0.72,3.41,3.25,0.9
23/09/2024 18:00,3,16.82,11.62,9.58,25.18,0.84,1.74,0.77,3.09,2.71,0.96
23/09/2024 19:00,3,16.13,11.15,9.8,22.86,0.81,1.67,0.78,2.97,2.6,0.98
23/09/2024 20:00,3,16.75,13.11,8.24,22.49,0.84,1.97,0.66,3.08,3.05,0.82
23/09/2024 21:00,3,14.52,12.66,8.95,23.37,0.73,1.9,0.72,2.67,2.95,0.9
23/09/2024 22:00,3,18.11,12.9,9.67,22.78,0.91,1.94,0.77,3.33,3.01,0.97
23/09/2024 23:00,3,16.45,14.43,9.89,23.59,0.82,2.16,0.79,3.03,3.36,0.99
24/09/2024,3,19.37,15.04,11.03,23.75,0.97,2.26,0.88,3.56,3.5,1.1
24/09/2024 01:00,3,16.8,14.7,9.03,20.6,0.84,2.2,0.72,3.09,3.43,0.9
24/09/2024 02:00,3,18.02,15.25,8.24,23.78,0.9,2.29,0.66,3.32,3.55,0.82
24/09/2024 03:00,3,20.34,14.58,11.81,22.9,1.02,2.19,0.94,3.74,3.4,1.18
24/09/2024 04:00,3,21.6,15.8,10.43,22.96,1.08,2.37,0.83,3.97,3.68,1.04
24/09/2024 05:00,3,20.56,17.97,8.93,24.7,1.03,2.7,0.71,3.78,4.19,0.89
24/09/2024 06:00,3,20.64,16.59,13.06,21.18,1.03,2.49,1.04,3.8,3.87,1.31
24/09/2024 07:00,3,21.15,16.35,10.11,22.18,1.06,2.45,0.81,3.89,3.81,1.01
24/09/2024 08:00,3,22.09,14.3,11.2,23.26,1.1,2.14,0.9,4.06,3.33,1.12
24/09/2024 09:00,3,23.35,17.1,10.05,22.55,1.17,2.56,0.8,4.3,3.98,1.01
24/09/2024 10:00,3,18.36,16.76,9.81,24.57,0.92,2.51,0.78,3.38,3.91,0.98
24/09/2024 11:00,3,20.23,16.31,10.6,23.9,1.01,2.45,0.85,3.72,3.8,1.06
24/09/2024 12:00,3,20.5,15.28,9.74,22.43,1.03,2.29,0.78,3.77,3.56,0.97
24/09/2024 13:00,3,18.62,14.36,10.09,23.11,0.93,2.15,0.81,3.43,3.35,1.01
24/09/2024 14:00,3,18.88,15.43,9.91,24.01,0.94,2.31,0.79,3.47,3.6,0.99
24/09/2024 15:00,3,17.99,11.74,8.08,22.01,0.9,1.76,0.65,3.31,2.74,0.81
24/09/2024 16:00,3,19.82,12.72,9.33,24.35,0.99,1.91,0.75,3.65,2.96,0.93
24/09/2024 17:00,3,19,15.43,10.09,21.34,0.95,2.31,0.81,3.5,3.6,1.01
24/09/2024 18:00,3,18.55,12.21,9.35,23.35,0.93,1.83,0.75,3.41,2.84,0.94
24/09/2024 19:00,3,16.86,11.04,9.64,22.66,0.84,1.66,0.77,3.1,2.57,0.96
24/09/2024 20:00,3,19.24,13.44,8.97,21.11,0.96,2.02,0.72,3.54,3.13,0.9
24/09/2024 21:00,3,20.35,14.04,8.96,23.34,1.02,2.11,0.72,3.74,3.27,0.9
24/09/2024 22:00,3,19.52,14.75,9.75,23.94,0.98,2.21,0.78,3.59,3.44,0.98
24/09/2024 23:00,3,14.91,15.16,9.95,22.75,0.75,2.27,0.8,2.74,3.53,1
25/09/2024,3,23.16,12.48,7.79,23.5,1.16,1.87,0.62,4.26,2.91,0.78
25/09/2024 01:00,3,19.26,15.48,8.69,23.39,0.96,2.32,0.7,3.54,3.61,0.87
25/09/2024 02:00,3,20.45,14.26,10.03,23.08,1.02,2.14,0.8,3.76,3.32,1
25/09/2024 03:00,3,21.27,15.44,12.34,22.57,1.06,2.32,0.99,3.91,3.6,1.23
25/09/2024 04:00,3,20.16,16.89,9.24,21.69,1.01,2.53,0.74,3.71,3.94,0.92
25/09/2024 05:00,3,21.73,19.14,11.24,23.23,1.09,2.87,0.9,4,4.46,1.12
25/09/2024 06:00,3,20.28,16.11,10.22,24.28,1.01,2.42,0.82,3.73,3.75,1.02
25/09/2024 07:00,3,20.87,18.49,10.99,23.13,1.04,2.77,0.88,3.84,4.31,1.1
25/09/2024 08:00,3,19.17,14.73,9.88,23.1,0.96,2.21,0.79,3.53,3.43,0.99
25/09/2024 09:00,3,19.99,17.44,9.67,22.98,1,2.62,0.77,3.68,4.06,0.97
25/09/2024 10:00,3,19.59,15.06,11.35,23.91,0.98,2.26,0.91,3.6,3.51,1.14
25/09/2024 11:00,3,17.86,15.79,9.68,21.31,0.89,2.37,0.77,3.29,3.68,0.97
25/09/2024 12:00,3,19.38,15.51,9.28,23.24,0.97,2.33,0.74,3.57,3.61,0.93
25/09/2024 13:00,3,16.81,14.08,8.45,21.74,0.84,2.11,0.68,3.09,3.28,0.84
25/09/2024 14:00,3,18.53,15.16,10.31,22.04,0.93,2.27,0.82,3.41,3.53,1.03
25/09/2024 15:00,3,20.16,13.16,7.33,22.87,1.01,1.97,0.59,3.71,3.07,0.73
25/09/2024 16:00,3,18.9,13.78,7.46,23.12,0.94,2.07,0.6,3.48,3.21,0.75
25/09/2024 17:00,3,15.08,12.38,9.27,24.18,0.75,1.86,0.74,2.77,2.88,0.93
25/09/2024 18:00,3,18.18,11.78,7.63,23.52,0.91,1.77,0.61,3.35,2.74,0.76
25/09/2024 19:00,3,17.2,15.31,7.75,22.45,0.86,2.3,0.62,3.16,3.57,0.78
25/09/2024 20:00,3,20.06,15.32,7.89,24.31,1,2.3,0.63,3.69,3.57,0.79
25/09/2024 21:00,3,15.91,15.04,7.43,22.73,0.8,2.26,0.59,2.93,3.5,0.74
25/09/2024 22:00,3,17.59,14.26,9.93,22.53,0.88,2.14,0.79,3.24,3.32,0.99
25/09/2024 23:00,3,19.64,12.58,8.96,23.93,0.98,1.89,0.72,3.61,2.93,0.9
26/09/2024,3,17.17,14.1,9.89,23.58,0.86,2.11,0.79,3.16,3.29,0.99
26/09/2024 01:00,3,20.06,15.13,8.78,23.14,1,2.27,0.7,3.69,3.53,0.88
26/09/2024 02:00,3,21.49,12.8,9.5,23.27,1.07,1.92,0.76,3.95,2.98,0.95
26/09/2024 03:00,3,19.5,14.53,11.43,22.9,0.98,2.18,0.91,3.59,3.39,1.14
26/09/2024 04:00,3,22.45,15.96,10.65,23.57,1.12,2.39,0.85,4.13,3.72,1.07
26/09/2024 05:00,3,19.1,16.81,11.77,24.53,0.96,2.52,0.94,3.51,3.92,1.18
26/09/2024 06:00,3,20.63,15.46,11.18,23.58,1.03,2.32,0.89,3.8,3.6,1.12
26/09/2024 07:00,3,17.27,14.86,10.74,21.45,0.86,2.23,0.86,3.18,3.46,1.07
26/09/2024 08:00,3,20.43,15.39,9.98,22.03,1.02,2.31,0.8,3.76,3.59,1
26/09/2024 09:00,3,18.3,13,8.85,23.86,0.92,1.95,0.71,3.37,3.03,0.88
26/09/2024 10:00,3,20.63,14.43,11.21,22.24,1.03,2.16,0.9,3.8,3.36,1.12
26/09/2024 11:00,3,18.32,13.33,8.64,24.03,0.92,2,0.69,3.37,3.11,0.86
26/09/2024 12:00,3,21.46,14.62,10.7,23.14,1.07,2.19,0.86,3.95,3.41,1.07
26/09/2024 13:00,3,18.49,14.74,8.7,24.5,0.92,2.21,0.7,3.4,3.43,0.87
26/09/2024 14:00,3,16.24,14.25,8.24,23.52,0.81,2.14,0.66,2.99,3.32,0.82
26/09/2024 15:00,3,18.35,12.52,8.38,23.89,0.92,1.88,0.67,3.38,2.92,0.84
26/09/2024 16:00,3,16.37,12.84,8.74,23.82,0.82,1.93,0.7,3.01,2.99,0.87
26/09/2024 17:00,3,18.27,15.11,8.44,23.29,0.91,2.27,0.68,3.36,3.52,0.84
26/09/2024 18:00,3,18.21,15.56,9.21,22.71,0.91,2.33,0.74,3.35,3.63,0.92
26/09/2024 19:00,3,18.83,14.12,8.97,24.11,0.94,2.12,0.72,3.46,3.29,0.9
26/09/2024 20:00,3,16.45,11.24,8.69,22.65,0.82,1.69,0.7,3.03,2.62,0.87
26/09/2024 21:00,3,17.53,12.55,9.79,21,0.88,1.88,0.78,3.23,2.92,0.98
26/09/2024 22:00,3,15.39,13.31,7.8,22.64,0.77,2,0.62,2.83,3.1,0.78
26/09/2024 23:00,3,18.85,15.31,9.96,23.3,0.94,2.3,0.8,3.47,3.57,1
27/09/2024,3,18.46,15.37,10.37,21.84,0.92,2.31,0.83,3.4,3.58,1.04
27/09/2024 01:00,3,17.72,16.25,9.49,23.89,0.89,2.44,0.76,3.26,3.79,0.95
27/09/2024 02:00,3,19.85,16.22,8.93,23.84,0.99,2.43,0.71,3.65,3.78,0.89
27/09/2024 03:00,3,19.51,14.65,10.43,23.99,0.98,2.2,0.83,3.59,3.41,1.04
27/09/2024 04:00,3,20.72,15.56,9.29,22.32,1.04,2.33,0.74,3.81,3.63,0.93
27/09/2024 05:00,3,21.39,14.68,10.81,22.74,1.07,2.2,0.86,3.94,3.42,1.08
27/09/2024 06:00,3,18.79,16.13,12.04,22.64,0.94,2.42,0.96,3.46,3.76,1.2
27/09/2024 07:00,3,21.64,15.71,11.64,22.86,1.08,2.36,0.93,3.98,3.66,1.16
27/09/2024 08:00,3,22.1,15.88,10.72,21.8,1.11,2.38,0.86,4.07,3.7,1.07
27/09/2024 09:00,3,22.57,14.24,9.54,24.06,1.13,2.14,0.76,4.15,3.32,0.95
27/09/2024 10:00,3,21.87,16.39,9.01,22.31,1.09,2.46,0.72,4.02,3.82,0.9
27/09/2024 11:00,3,20.17,14.82,9.47,22.83,1.01,2.22,0.76,3.71,3.45,0.95
27/09/2024 12:00,3,18.02,13.83,9.07,22.47,0.9,2.07,0.73,3.32,3.22,0.91
27/09/2024 13:00,3,17.86,14.13,10.54,23.4,0.89,2.12,0.84,3.29,3.29,1.05
27/09/2024 14:00,3,19.3,14.38,8.6,21.87,0.97,2.16,0.69,3.55,3.35,0.86
27/09/2024 15:00,3,17.38,13.54,10.23,24.43,0.87,2.03,0.82,3.2,3.15,1.02
27/09/2024 16:00,3,17.81,9.61,9.92,23.41,0.89,1.44,0.79,3.28,2.24,0.99
27/09/2024 17:00,3,19.27,14.08,10.14,22.17,0.96,2.11,0.81,3.55,3.28,1.01
27/09/2024 18:00,3,18.74,13.13,8.06,24.29,0.94,1.97,0.64,3.45,3.06,0.81
27/09/2024 19:00,3,16.54,11.97,9.62,24.8,0.83,1.8,0.77,3.04,2.79,0.96
27/09/2024 20:00,3,17.97,14.94,9.05,22.07,0.9,2.24,0.72,3.31,3.48,0.91
27/09/2024 21:00,3,17.95,11.61,9.14,23.67,0.9,1.74,0.73,3.3,2.71,0.91
27/09/2024 22:00,3,16.92,13.99,8.16,22.96,0.85,2.1,0.65,3.11,3.26,0.82
27/09/2024 23:00,3,19.53,14.2,10.92,22.63,0.98,2.13,0.87,3.59,3.31,1.09
28/09/2024,3,16.18,14.17,9.26,22.71,0.81,2.13,0.74,2.98,3.3,0.93
28/09/2024 01:00,3,20.2,13.27,10.12,23.81,1.01,1.99,0.81,3.72,3.09,1.01
28/09/2024 02:00,3,22.93,15.99,8.93,23.3,1.15,2.4,0.71,4.22,3.73,0.89
28/09/2024 03:00,3,19.65,13.07,11.26,24.86,0.98,1.96,0.9,3.62,3.05,1.13
28/09/2024 04:00,3,20.87,16.38,9.81,23.53,1.04,2.46,0.78,3.84,3.82,0.98
28/09/2024 05:00,3,18.61,17.42,10.8,23.52,0.93,2.61,0.86,3.42,4.06,1.08
28/09/2024 06:00,3,19.88,16.33,8.49,22.67,0.99,2.45,0.68,3.66,3.8,0.85
28/09/2024 07:00,3,23.6,14.84,11.2,22.35,1.18,2.23,0.9,4.34,3.46,1.12
28/09/2024 08:00,3,21.7,14.31,9.64,21.26,1.08,2.15,0.77,3.99,3.33,0.96
28/09/2024 09:00,3,19.61,15.43,11.31,22.74,0.98,2.31,0.9,3.61,3.6,1.13
28/09/2024 10:00,3,19.12,14.87,10.54,22.58,0.96,2.23,0.84,3.52,3.46,1.05
28/09/2024 11:00,3,19.51,17.31,9,21.88,0.98,2.6,0.72,3.59,4.03,0.9
28/09/2024 12:00,3,18.32,15.21,10.61,21.03,0.92,2.28,0.85,3.37,3.54,1.06
28/09/2024 13:00,3,17.39,14.88,9.22,22.43,0.87,2.23,0.74,3.2,3.47,0.92
28/09/2024 14:00,3,18.38,13.54,8.43,23.36,0.92,2.03,0.67,3.38,3.15,0.84
28/09/2024 15:00,3,17.23,12.81,11.57,22.07,0.86,1.92,0.93,3.17,2.98,1.16
28/09/2024 16:00,3,19.86,12.59,8.54,22.6,0.99,1.89,0.68,3.65,2.93,0.85
28/09/2024 17:00,3,18.01,14.48,8.46,23.55,0.9,2.17,0.68,3.31,3.37,0.85
28/09/2024 18:00,3,15.81,15.24,6.86,23.62,0.79,2.29,0.55,2.91,3.55,0.69
28/09/2024 19:00,3,20.06,12.52,8.91,22.23,1,1.88,0.71,3.69,2.92,0.89
28/09/2024 20:00,3,17.77,13.77,8.44,23.71,0.89,2.07,0.68,3.27,3.21,0.84
28/09/2024 21:00,3,15.03,13.84,9.67,23.98,0.75,2.08,0.77,2.77,3.22,0.97
28/09/2024 22:00,3,19.87,13,8.32,21.34,0.99,1.95,0.67,3.66,3.03,0.83
28/09/2024 23:00,3,17.54,13.18,9.03,21.46,0.88,1.98,0.72,3.23,3.07,0.9
29/09/2024,3,17.5,16.58,9.57,24.89,0.88,2.49,0.77,3.22,3.86,0.96
29/09/2024 01:00,3,20.41,14.8,10.79,21.74,1.02,2.22,0.86,3.76,3.45,1.08
29/09/2024 02:00,3,19.6,15.7,11.17,22.45,0.98,2.36,0.89,3.61,3.66,1.12
29/09/2024 03:00,3,20.24,15.58,9.16,23.49,1.01,2.34,0.73,3.72,3.63,0.92
29/09/2024 04:00,3,20.5,14.63,10.76,22.7,1.03,2.19,0.86,3.77,3.41,1.08
29/09/2024 05:00,3,19.77,14.58,10.53,23.25,0.99,2.19,0.84,3.64,3.4,1.05
29/09/2024 06:00,3,21.44,15.16,9.63,21.33,1.07,2.27,0.77,3.94,3.53,0.96
29/09/2024 07:00,3,19.58,14.29,7.82,22.57,0.98,2.14,0.63,3.6,3.33,0.78
29/09/2024 08:00,3,19.8,15.83,8.06,21.52,0.99,2.37,0.64,3.64,3.69,0.81
29/09/2024 09:00,3,20.23,15.04,9.84,23.04,1.01,2.26,0.79,3.72,3.5,0.98
29/09/2024 10:00,3,17.4,15.65,10.09,23,0.87,2.35,0.81,3.2,3.65,1.01
29/09/2024 11:00,3,19.32,14.49,10.61,21.99,0.97,2.17,0.85,3.55,3.38,1.06
29/09/2024 12:00,3,18.54,15.78,10.16,22.92,0.93,2.37,0.81,3.41,3.68,1.02
29/09/2024 13:00,3,16.41,14.73,8.21,24.7,0.82,2.21,0.66,3.02,3.43,0.82
29/09/2024 14:00,3,18.65,13.24,9.96,23.43,0.93,1.99,0.8,3.43,3.08,1
29/09/2024 15:00,3,19.23,12.65,8.39,23.3,0.96,1.9,0.67,3.54,2.95,0.84
29/09/2024 16:00,3,13.73,12.53,8.04,24.62,0.69,1.88,0.64,2.53,2.92,0.8
29/09/2024 17:00,3,18.07,13.19,9.79,22.97,0.9,1.98,0.78,3.32,3.07,0.98
29/09/2024 18:00,3,16.73,12.21,9.19,24.42,0.84,1.83,0.74,3.08,2.84,0.92
29/09/2024 19:00,3,17.52,12.91,9.72,24.25,0.88,1.94,0.78,3.22,3.01,0.97
29/09/2024 20:00,3,14.92,12.7,9.32,23.98,0.75,1.9,0.75,2.75,2.96,0.93
29/09/2024 21:00,3,17.18,13.94,8.96,24.25,0.86,2.09,0.72,3.16,3.25,0.9
29/09/2024 22:00,3,16.57,15.1,9.82,22.45,0.83,2.26,0.79,3.05,3.52,0.98
29/09/2024 23:00,3,18.53,13.35,9.26,23.16,0.93,2,0.74,3.41,3.11,0.93
30/09/2024,3,19.97,12.75,8.85,23.29,1,1.91,0.71,3.67,2.97,0.88
30/09/2024 01:00,3,18.13,14.28,9.72,24.66,0.91,2.14,0.78,3.34,3.33,0.97
30/09/2024 02:00,3,18.29,12.76,10.64,21.67,0.91,1.91,0.85,3.37,2.97,1.06
30/09/2024 03:00,3,17.02,14.05,10.32,22.5,0.85,2.11,0.83,3.13,3.27,1.03
30/09/2024 04:00,3,21.6,14.61,9.61,23.16,1.08,2.19,0.77,3.97,3.4,0.96
30/09/2024 05:00,3,23.26,15.88,9.24,21.79,1.16,2.38,0.74,4.28,3.7,0.92
30/09/2024 06:00,3,21.41,18.49,10.35,22.99,1.07,2.77,0.83,3.94,4.31,1.03
30/09/2024 07:00,3,21.23,15.84,9.57,23.22,1.06,2.38,0.77,3.91,3.69,0.96
30/09/2024 08:00,3,22.21,14.48,12.88,23.39,1.11,2.17,1.03,4.09,3.37,1.29
30/09/2024 09:00,3,21.09,15.14,9.84,21.52,1.05,2.27,0.79,3.88,3.53,0.98
30/09/2024 10:00,3,21.52,14.16,11.55,21.7,1.08,2.12,0.92,3.96,3.3,1.16
30/09/2024 11:00,3,19.44,15.48,8.86,22.45,0.97,2.32,0.71,3.58,3.61,0.89
30/09/2024 12:00,3,18.43,13.89,9.39,22.24,0.92,2.08,0.75,3.39,3.24,0.94
30/09/2024 13:00,3,19.16,13.4,11.17,22.67,0.96,2.01,0.89,3.53,3.12,1.12
30/09/2024 14:00,3,15.73,14.93,7.86,23.97,0.79,2.24,0.63,2.89,3.48,0.79
30/09/2024 15:00,3,17.28,15.06,8.47,22.24,0.86,2.26,0.68,3.18,3.51,0.85
